street_number,latitude,longitude,name_and_business,icon
208,-31.94901456,115.8595249,"Edward Cooper
Mrs E. J. Cooper, Costumiere",icon_1912
286,-31.94713418,115.8607057,Edward Hallet,icon_1912
206,-31.94912718,115.8596319,"Ernest J Foreman, Restaurant",icon_1912
184,-31.94963988,115.8592832,"Evazeles Florias, Oyster Saloon",icon_1912
441,-31.94336932,115.8627794,"Fred. W Dickens, Brush Manufacturer",icon_1912
287,-31.94692308,115.8602985,"Geo. Dowe, Confectioner",icon_1912
274,-31.94753361,115.8605314,Goon Goon Laundry,icon_1912
168,-31.95000265,115.8591271,Governer Broome Hotel - James Leslie Manager,icon_1912
209,-31.94879218,115.8590149,"Great Western Hotel, John Quigley",icon_1912
185,-31.9494492,115.8585526,"Guildford Bee Co. Martin Pickett, Manager",icon_1912
245,-31.94790057,115.8597413,"Harold Martin, Music Warehouse & Piano Tuner",icon_1912
338,-31.94589333,115.8615139,"Harry Boice, Butcher",icon_1912
340,-31.94597423,115.8615846,"Harry Boice, Butcher",icon_1912
189,-31.94923865,115.8586692,"Harry T. Dermer, Stationer",icon_1912
176,-31.94983733,115.859171,"Hedley J Hollway, Tobacconist (R)",icon_1912
235,-31.94832545,115.8596361,"Heinrich Schmidt, Lock & Gunsmith",icon_1912
423,-31.94374365,115.8622028,"Henry B. Abbott, Contractor",icon_1912
207,-31.94887026,115.8592546,"Hing, Wing & Co. Fruiterers",icon_1912
383,-31.94459605,115.861795,"Hy. J. Cornock, Greengrocer ",icon_1912
285,-31.94699336,115.8604396,"Ireland & McNamara, Butchers",icon_1912
419,-31.9438381,115.8621986,Isaac Gunzburg (G. Bros),icon_1912
175,-31.94959854,115.8586115,J Loong & co. Green Grocers,icon_1912
271,-31.9473071,115.8599129,"James A. Jewell, Baker & Confectioner",icon_1912
367,-31.9449641,115.8614045,James Carney,icon_1912
377,-31.94479557,115.8617859,James Greenhalgh,icon_1912
296,-31.94697128,115.8608216,"James R. Ward, Masseur",icon_1912
447,-31.94317815,115.862849,James Rynor,icon_1912
350,-31.94557958,115.8616937,"Jas Feakes, Butcher",icon_1912
352,-31.94566805,115.8619533,"Jas Feakes, Butcher",icon_1912
246,-31.94806741,115.860118,John Freeman,icon_1912
342,-31.94589898,115.8616821,John Furlong,icon_1912
247,-31.94779455,115.8596969,"John Gleeson, Hairdresser & Tobacconist",icon_1912
371,-31.94490529,115.8617602,John Rogers,icon_1912
397,-31.94431133,115.8619698,John Ryan,icon_1912
348,-31.94573712,115.8619569,"John Thorne, Blacksmith",icon_1912
218,-31.94878507,115.8597836,Joseph Gould,icon_1912
272,-31.94758571,115.8606067,"Joseph Richards, Bootmaker",icon_1912
289,-31.94683119,115.8602775,"L. Cole, Tailor",icon_1912
191,-31.94921084,115.8587564,"L. Con, Draper",icon_1912
240,-31.94836263,115.8600935,"Lee Hang, Laundry",icon_1912
300,-31.94684642,115.8608848,Lloyd Morey,icon_1912
181,-31.94954489,115.8586796,"Max Bercov, Butcher",icon_1912
346,-31.94573147,115.8617851,"Max Spokone, Boxmaker
Henry P. McDonough, Coach Trimmer",icon_1912
239,-31.948225,115.8596079,"Miss K. Daven, Stationer",icon_1912
231,-31.94829655,115.859481,Miss Margaret McCradden,icon_1912
238,-31.94832739,115.8599339,"Miss Ochima, Confectioner",icon_1912
427,-31.94347402,115.8624159,Mohammedan Mosque (Ayar Mahomed),icon_1912
221,-31.94854888,115.859505,"Mrs A. Rickard, Dressmaker",icon_1912
199,-31.94920913,115.859017,"Mrs Alice Loy, Pastry Cook",icon_1912
437,-31.94327966,115.8625694,Mrs Amelia Franke,icon_1912
433,-31.94331671,115.8625415,Mrs C. J. Stodart,icon_1912
233,-31.94822479,115.8593127,Mrs Cath McKrenner,icon_1912
455,-31.94303863,115.8629299,Mrs Dora Wilson,icon_1912
385,-31.94443883,115.8617009,"Mrs E Franks, Dressmaker",icon_1912
403,-31.94422569,115.8621229,"Mrs E. Williams, Nurse",icon_1912
334,-31.9460755,115.8615023,Mrs Esma Irving,icon_1912
344,-31.94577926,115.8615625,Mrs F. Dunn,icon_1912
451,-31.94313168,115.8628801,Mrs Francis Lewis,icon_1912
258,-31.94774358,115.8603122,Mrs H. McFie,icon_1912
304,-31.94677383,115.8609388,Mrs H. White,icon_1912
389,-31.94461451,115.8619566,"Mrs J Fulcher, Confectioner",icon_1912
387,-31.94450773,115.8618146,"Mrs J. Fulcher, Dairy Producer",icon_1912
308,-31.94672418,115.8610345,Mrs Johanna Slater,icon_1912
405,-31.94415253,115.8620511,Mrs Louisa Thorburn,icon_1912
177,-31.94949806,115.8585097,"Mrs M. A Vila, A.N.A cafe",icon_1912
249,-31.94787514,115.8598954,"Mrs M. Heads, Small Goods",icon_1912
445,-31.94317471,115.8626471,Mrs Mary Dewar,icon_1912
449,-31.9431105,115.8626592,Mrs Mary Wood,icon_1912
270,-31.9475556,115.8604356,"Mrs Minnie Brown, Tobacconist",icon_1912
234,-31.9484343,115.8599336,"Mrs R Nathan, Furniture Dealer",icon_1912
224,-31.94865631,115.8599597,Mrs Rose McDonough,icon_1912
413,-31.94410309,115.8622781,"Mrs S. Rowe, Fruiterer",icon_1912
252,-31.94796273,115.8603254,Mrs Sarah F. James,icon_1912
214,-31.94889152,115.8597856,Mrs. E Johnstone,icon_1912
292,-31.94704881,115.8607627,Nurse Du Rieu,icon_1912
284,-31.94720853,115.8606896,"Percy Rowe, Dyer & Cleaner",icon_1912
198,-31.94933774,115.8594533,"Perth Coffee Palace. William Jones, R",icon_1912
219,-31.94852713,115.8593428,Power Bros. Plumbers & c,icon_1912
186,-31.94964478,115.8593823,"Rosmanish Romeo, Wine Saloon",icon_1912
391,-31.94448515,115.861924,"S. Flygare, Laundry",icon_1912
173,-31.9496606,115.8587358,"Samuel Goode, Clother",icon_1912
201,-31.94911609,115.8590955,"Sidney J. Kembrey, Leather & Grindery",icon_1912
425,-31.94383742,115.862405,"Solomon Miller, Grocer",icon_1912
269,-31.94740264,115.8600358,"Sutherland & Son, Engineers",icon_1912
243,-31.94810804,115.8596472,"Swan Drug Co. (Fred W. E .Danker, Manager)",icon_1912
217,-31.94864721,115.8593911,"T. Lewis Keegan, Fruiterer",icon_1912
322,-31.94624854,115.8613088,"Thomas Gordon, Cycle Works",icon_1912
324,-31.9462814,115.8615707,"Thomas Gordon, Cycle Works",icon_1912
318,-31.94642282,115.8611516,"Thomas Machinsky, Grocer and Fruiterer",icon_1912
320,-31.94656194,115.8613236,"Thomas Machinsky, Grocer and Fruiterer",icon_1912
293,-31.9467985,115.8605146,"Thomas Werrett, Dealer",icon_1912
229,-31.94844319,115.8595764,Thomas White,icon_1912
169,-31.94964678,115.8585799,"Vasele Zakomas, Confectioner",icon_1912
203,-31.9488892,115.8591715,"Vasla Zako, Fish Saloon",icon_1912
261,-31.94753858,115.8598932,"Vic. Cohen, Carrier",icon_1912
232,-31.94853875,115.8600518,W. S. Goon & Co. Banana Importers,icon_1912
393,-31.9444653,115.8620602,"Walter H. Willcocks, Hairdresser",icon_1912
277,-31.9472843,115.8601413,"Walton T. Jones, Draper & Stationer",icon_1912
281,-31.94721902,115.8600186,"Walton T. Jones, Draper & Stationer",icon_1912
265,-31.9475248,115.8599565,"Western Dairy Co. William H. Taylor
Oddfellers' Hall, James R. Bolt (Secretary) *this might be 266 as recorded in 1911.",icon_1912
192,-31.94954917,115.8593296,"William Brown, Sadler",icon_1912
210,-31.94894959,115.8596304,William Bryant,icon_1912
205,-31.94880761,115.8591788,"William Flint, Tobacconist",icon_1912
339,-31.94563271,115.8612673,"William G. Weylandt, Product Merchant 
Chinese Market Gardens",icon_1912
241,-31.94805008,115.8594873,"William H. Jeffries, Bootmaker",icon_1912
266,-31.94762469,115.8603728,"William H. Jones, Furniture Dealer",icon_1912
395,-31.94432963,115.8617892,William I. Key,icon_1912
193,-31.94924855,115.858964,"William J Riley, Tobacconist & Hairdresser",icon_1912
223,-31.94844474,115.8592411,"William Johns, Grocer",icon_1912
225,-31.9483446,115.859377,"William Johns, Grocer",icon_1912
227,-31.94834561,115.8592294,"William N. G. Beaumont, Butcher",icon_1912
273,-31.94731009,115.8600155,"William Rosevear, Plumber",icon_1912
330,-31.94615177,115.8615844,William Williams,icon_1912
187,-31.94944527,115.8587148,"William Young, Tailor
Jas. Foster, Oil &Colour Merchant",icon_1912
